Name,Type,Years of Expereience,About,Education,Services,Diseases,Hospital Name,Doctor Schedule,Minimum Fees,Languages
Dr. Sajid Ali,General Physician,Less than 1 years of experience,"Dr. Sajid Ali is one of the best General Physician in Karachi with a high patient satisfaction rate. He has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Sajid Ali aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Karachi.To book an appointment with Dr. Sajid Ali, call (042 32500989/021 37120261) or click on Book an Appointment.",,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever
Nausea",Murshid Hospital & Care Centre,,,"English, Urdu."
Dr. Sadeed uddin,General Physician,Less than 1 years of experience,"Dr. Sadeed uddin is one of the best General Physician in Karachi with a high patient satisfaction rate. He has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Sadeed uddin aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Karachi.To book an appointment with Dr. Sadeed uddin, call (042 32500989/021 37120261) or click on Book an Appointment.",,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Plastic Surgery & General Hospital (PSGH),,,is fluent
Dr. Khalid Mehmood,General Physician,Less than 1 years of experience,"Dr. Khalid Mehmood is one of the best General Physician in Peshawar with a high patient satisfaction rate. He has the following qualifications: MBBSHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Khalid Mehmood aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Peshawar.To book an appointment with Dr. Khalid Mehmood, call (042 32500989/021 37120261) or click on Book an Appointment.",MBBS,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Lady Reading Hospital,,,"English, Urdu."
Dr. Nazir Shah,General Physician • Medical Specialist,Less than 1 years of experience,"Dr. Nazir Shah is one of the best Medical Specialist in Peshawar with a high patient satisfaction rate. He has the following qualifications: MBBS, FCPSHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Nazir Shah aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified Medical Specialist in Peshawar.To book an appointment with Dr. Nazir Shah, call (042 32500989/021 37120261) or click on Book an Appointment.","FCPS
MBBS","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 Vaccination","Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Khushal Medical Center,"Mon, Tue, Wed, Thu, Fri : 03:00 PM to 07:00 PM",,"English, Urdu."
Dr. Ahmed Jillani,General Physician,7 years of experience,"Dr. Ahmed Jillani is one of the best General Physician in Karachi with a high patient satisfaction rate. He has the following qualifications: MBBSHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Ahmed Jillani aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Karachi.To book an appointment with Dr. Ahmed Jillani, call (042 32500989/021 37120261) or click on Book an Appointment.",MBBS,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever
Nausea",Dr. Ziauddin Hospital (North Nazimabad),,,"English, Urdu."
Dr. Muneer Sadiq,General Physician,19 years of experience,"Dr. Muneer Sadiq is one of the best General Physician in Karachi with a high patient satisfaction rate. He has the following qualifications: MBBS, FCPSHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Muneer Sadiq aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Karachi.To book an appointment with Dr. Muneer Sadiq, call (042 32500989/021 37120261) or click on Book an Appointment.","MBBS
FCPS","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever
Nausea",Dr. Ziauddin Hospital (North Nazimabad),,,"English, Urdu."
Dr. Azmat Mumtaz Rao,Diabetologist • Cardiologist • General Physician,24 years of experience,"Dr. Azmat Mumtaz Rao is one of the best General Physician in Lahore with a high patient satisfaction rate. He has the following qualifications: MBBS, FCPS(Medicine)He has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Azmat Mumtaz Rao aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Lahore.To book an appointment with Dr. Azmat Mumtaz Rao, call (042 32500989/021 37120261) or click on Book an Appointment.","MBBS
FCPS(Medicine)","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",National Hospital & Medical Center,Mon : 05:00 PM to 09:00 PM,,"English, Urdu."
Dr. Sundas Niazi,General Physician,Less than 1 years of experience,"Dr. Sundas Niazi is one of the best General Physician in Rawalpindi with a high patient satisfaction rate. She has expertise in general medicine and non-surgical health care treatments and services.She continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Sundas Niazi aims to provide the best healthcare services to people of all age groups.While working in general medicine she focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.Her exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.She provides personalised treatment plans for patients of all age groups. Her expertise in advanced general medicine makes her one of the top certified General Physician in Rawalpindi.To book an appointment with Dr. Sundas Niazi, call (042 32500989/021 37120261) or click on Book an Appointment.",,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Cosmesurge International Hospital,"Sun, Mon, Tue, Wed, Thu, Fri, Sat : 10:00 PM to 02:00 AM",,"English, Urdu."
Dr. Zeeshan Shoukat,General Physician,Less than 1 years of experience,"Dr. Zeeshan Shoukat is one of the best General Physician in Lahore with a high patient satisfaction rate. He has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Zeeshan Shoukat aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Lahore.To book an appointment with Dr. Zeeshan Shoukat, call (042 32500989/021 37120261) or click on Book an Appointment.",,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Abdominal Pain
Pneumonia in Children
Hiccups
Bloating
Canker Sore
Diarrhoea
Pollen Allergy
Jaundice
Pimples
Khasra (Measles)
Osteoporosis
Pilonidal Cyst
Whooping Cough (Pertussis)
Chicken Pox
Fever
Appendicitis
Backache
Bruise
Sore Throat
Common Cold
Hepatitis A
Plague
Intestinal Obstruction
Cholera
Hepatitis B
Heartburn
Rabies
Bawaseer (Piles)
Malaria
Sunstroke
Mumps
Chikungunya
Bursitis (Bursa)
Hernia
Electrolyte Imbalance
Vitamin D Deficiency
Fissures
Gas (Flatulence)
Headache
Pleurisy
Hepatitis C
Albinism
Menstruation Problems
Influenza
Food Poisoning
Typhoid Fever
Enteric Fever",Anjum Poly Clinic & Diagnostic Center,"Sun, Mon, Tue, Wed, Thu, Fri, Sat : 05:00 PM to 09:00 PM",,"English, Urdu."
Dr. Syed Mahfooz Alam,General Physician,Less than 1 years of experience,"Dr. Syed Mahfooz Alam is one of the best General Physician in Karachi with a high patient satisfaction rate. He has the following qualifications: MD, FACRHe has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Syed Mahfooz Alam aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Karachi.To book an appointment with Dr. Syed Mahfooz Alam, call (042 32500989/021 37120261) or click on Book an Appointment.","MD, FACR","Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever
Nausea",Patel Hospital,,,"English, Urdu."
Dr. Madeeha Jamshaid,General Physician,Less than 1 years of experience,"Dr. Madeeha Jamshaid is one of the best General Physician in Islamabad with a high patient satisfaction rate. She has expertise in general medicine and non-surgical health care treatments and services.She continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Madeeha Jamshaid aims to provide the best healthcare services to people of all age groups.While working in general medicine she focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.Her exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.She provides personalised treatment plans for patients of all age groups. Her expertise in advanced general medicine makes her one of the top certified General Physician in Islamabad.To book an appointment with Dr. Madeeha Jamshaid, call (042 32500989/021 37120261) or click on Book an Appointment.",,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",S.J. Hospital,"Mon, Tue, Wed, Thu, Fri, Sat : 12:00 PM to 08:00 PM",,"English, Urdu."
Dr Ramsha Qayyum,General Physician,Less than 1 years of experience,"Dr Ramsha Qayyum is one of the best General Physician in Karachi with a high patient satisfaction rate. She has expertise in general medicine and non-surgical health care treatments and services.She continued serving in different general medicine departments for years treating all kinds of health conditions. Dr Ramsha Qayyum aims to provide the best healthcare services to people of all age groups.While working in general medicine she focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.Her exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.She provides personalised treatment plans for patients of all age groups. Her expertise in advanced general medicine makes her one of the top certified General Physician in Karachi.To book an appointment with Dr Ramsha Qayyum, call (042 32500989/021 37120261) or click on Book an Appointment.",,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Mayet Dental And Medical Centre,"Sun, Mon, Tue, Wed, Thu, Fri, Sat : 05:00 PM to 09:00 PM",,"English, Urdu."
Dr Aurangzeb,General Physician,Less than 1 years of experience,"Dr Aurangzeb is one of the best General Physician in Rawalpindi with a high patient satisfaction rate. He has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr Aurangzeb aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Rawalpindi.To book an appointment with Dr Aurangzeb, call (042 32500989/021 37120261) or click on Book an Appointment.",,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Fatima Hospital,"Sun, Mon, Tue, Wed, Thu, Fri, Sat : 05:00 PM to 09:00 PM",,"English, Urdu."
Dr Sidra,General Physician,Less than 1 years of experience,"Dr Sidra is one of the best General Physician in Gujranwala with a high patient satisfaction rate. He has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr Sidra aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Gujranwala.To book an appointment with Dr Sidra, call (042 32500989/021 37120261) or click on Book an Appointment.",,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever",Al Nusrat Medical and Surgical center,"Sun, Mon, Tue, Wed, Thu, Fri, Sat : 05:00 PM to 09:00 PM",,"English, Urdu."
Dr. Zia Ghaffar,General Physician,Less than 1 years of experience,"Dr. Zia Ghaffar is one of the best General Physician in Gujrat with a high patient satisfaction rate. He has expertise in general medicine and non-surgical health care treatments and services.He continued serving in different general medicine departments for years treating all kinds of health conditions. Dr. Zia Ghaffar aims to provide the best healthcare services to people of all age groups.While working in general medicine he focuses on the treatment and management of various health-related conditions using non-surgical approaches and refers patients to other specialists.His exposure throughout the years of professional practice resulted in the enrichment of treatment skills across the vast field of general medicine.He provides personalised treatment plans for patients of all age groups. His expertise in advanced general medicine makes him one of the top certified General Physician in Gujrat.To book an appointment with Dr. Zia Ghaffar, call (042 32500989/021 37120261) or click on Book an Appointment.",,"Corona-Virus Treatment
 Fever Treatment
 Gastroscopy
 Injection Sclerotherapy
 Obesity Management
 Multidisciplinary Care
 Gastrointestinal System
 Chest Pain Management
 Diabetic Treatment
 Gestational Treatment
 General Health Checkups
 Health & Nutrition Advice
 Ordering And Screening Of Medical Tests
 GSFGDSFG","Nausea
Backache
Abdominal Pain
Chicken Pox
Common Cold
Diarrhoea
Fever
Bloating
Fissures
Gas (Flatulence)
Jaundice
Typhoid Fever
Bursitis (Bursa)
Canker Sore
Chikungunya
Cholera
Food Poisoning
Hiccups
Khasra (Measles)
Malaria
Plague
Pleurisy
Vitamin D Deficiency
Whooping Cough (Pertussis)
Bawaseer (Piles)
Hernia
Intestinal Obstruction
Pilonidal Cyst
Appendicitis
Heartburn
Sore Throat
Pollen Allergy
Influenza
Rabies
Albinism
Menstruation Problems
Electrolyte Imbalance
Headache
Sunstroke
Osteoporosis
Mumps
Pneumonia in Children
Hepatitis A
Hepatitis B
Hepatitis C
Enteric Fever
Pimples
Bruise",Talat Hospital,"Sun, Mon, Tue, Wed, Thu, Fri, Sat : 05:00 PM to 09:00 PM",,
